|tripnum     |depotcode|transporter               |vehiclereg|startdate              |stopdate               |avg_percent|loaddate                     |total_trip_time|total_distance|
|2024-0059719|EB06     |Tanker Services Fuel      |KP69WCGP  |2024-10-10 21:37:00.000|2024-10-11 13:53:00.000|90.82      |2024-10-10 21:31:00.000 +0200|58,560         |413           |
|2024-0045786|EB21     |Makwande                  |KP75JPGP  |2024-08-06 01:29:00.000|2024-08-06 16:45:00.000|93.28      |2024-08-06 01:29:00.000 +0200|54,960         |239           |
|2024-0047422|EA33     |Unitrans Supply Chain Sols|CAA419006 |2024-08-14 01:57:00.000|2024-08-14 19:37:00.000|81.91      |2024-08-14 00:49:00.000 +0200|63,600         |244           |
|2024-0047281|EB08     |Tanker Services Fuel      |KP80LYGP  |2024-08-13 11:53:00.000|2024-08-13 22:30:00.000|92.38      |2024-08-13 11:45:00.000 +0200|38,220         |324           |
|2024-0048881|EA33     |Unitrans Supply Chain Sols|CAA418992 |2024-08-21 01:31:00.000|2024-08-21 19:35:00.000|92.52      |2024-08-21 01:27:00.000 +0200|65,040         |331           |
|2024-0049728|EB21     |Makwande                  |KN31RWGP  |2024-08-24 21:32:00.000|                       |92.18      |2024-08-24 21:32:00.000 +0200|               |0             |
|2024-0051682|EB21     |Makwande                  |KNF950MP  |                       |                       |85.81      |                             |               |325           |
|2024-0051785|EA33     |Unitrans Supply Chain Sols|CAA329932 |                       |                       |67.4       |                             |               |87            |
|2024-0052157|EA33     |Unitrans Supply Chain Sols|CAA419006 |2024-09-05 14:17:00.000|2024-09-05 19:15:00.000|90.38      |2024-09-05 13:52:00.000 +0200|17,880         |98            |
|2024-0055706|EB21     |Makwande                  |KS49WFGP  |2024-09-22 08:27:00.000|2024-09-22 16:24:00.000|92.8       |2024-09-22 08:27:00.000 +0200|28,620         |189           |
|2024-0055706|EB21     |Makwande                  |KS49XBGP  |2024-09-22 08:27:00.000|2024-09-22 16:24:00.000|83.64      |2024-09-22 08:27:00.000 +0200|28,620         |189           |
|2024-0057259|EB06     |Tanker Services Fuel      |KP70CRGP  |2024-09-29 21:53:00.000|                       |80.81      |2024-09-29 21:47:00.000 +0200|               |0             |
|2024-0060403|EB06     |Tanker Services Fuel      |KP69YSGP  |2024-10-14 10:44:00.000|2024-10-14 22:26:00.000|94.63      |2024-10-14 10:38:00.000 +0200|42,120         |57            |
|2024-0058535|EB06     |Tanker Services Fuel      |KR44GGGP  |2024-10-05 16:55:00.000|                       |83.2       |2024-10-05 16:33:00.000 +0200|               |0             |
|2024-0045058|EB23     |Makwande                  |KNP803MP  |2024-08-02 09:02:00.000|                       |87.43      |2024-08-02 09:02:00.000 +0200|               |0             |
|2024-0045058|EB23     |Makwande                  |KNP803MP  |2024-08-02 09:02:00.000|2024-08-02 17:00:00.000|87.43      |2024-08-02 09:02:00.000 +0200|28,680         |325           |
|2024-0045266|EB21     |Makwande                  |JNG701MP  |2024-08-03 11:02:00.000|                       |48.92      |2024-08-03 10:57:00.000 +0200|               |0             |
|2024-0045266|EB21     |Makwande                  |JNG701MP  |2024-08-03 11:02:00.000|2024-08-03 16:08:00.000|48.92      |2024-08-03 10:57:00.000 +0200|18,360         |91            |
|2024-0048119|EB21     |Makwande                  |KN93YRGP  |2024-08-17 09:20:00.000|                       |83.93      |2024-08-17 09:19:00.000 +0200|               |0             |
|2024-0049354|EB21     |Makwande                  |KN23LYGP  |2024-08-23 02:58:00.000|2024-08-23 13:00:00.000|76.86      |2024-08-23 02:58:00.000 +0200|36,120         |82            |
|2024-0062155|EB23     |Makwande                  |KPR059MP  |2024-10-22 08:53:00.000|2024-10-22 18:30:00.000|93.56      |2024-10-22 08:52:00.000 +0200|34,620         |380           |
|2024-0052307|EB06     |Tanker Services Fuel      |KP80HXGP  |2024-09-06 08:51:00.000|2024-09-06 23:35:00.000|91.76      |2024-09-06 08:42:00.000 +0200|53,040         |154           |
|2024-0053362|EB06     |Tanker Services Fuel      |KP69YSGP  |2024-09-11 03:23:00.000|2024-09-11 12:31:00.000|93.99      |2024-09-11 03:15:00.000 +0200|32,880         |91            |
|2024-0054201|EA33     |Unitrans Supply Chain Sols|CAA329952 |2024-09-14 16:32:00.000|                       |77         |2024-09-14 16:25:00.000 +0200|               |0             |
|2024-0056270|EB06     |Tanker Services Fuel      |KP80ZYGP  |2024-09-24 20:44:00.000|                       |52.14      |2024-09-24 20:28:00.000 +0200|               |0             |
|2024-0056270|EB06     |Tanker Services Fuel      |KP74KMGP  |2024-09-24 20:44:00.000|                       |77.49      |2024-09-24 20:28:00.000 +0200|               |0             |
|2024-0057678|EA33     |Unitrans Supply Chain Sols|CAA198211 |2024-10-01 16:47:00.000|                       |94.66      |2024-10-01 16:36:00.000 +0200|               |0             |
|2024-0062169|EB06     |Tanker Services Fuel      |KP80MRGP  |2024-10-22 09:30:00.000|                       |87.22      |2024-10-22 09:21:00.000 +0200|               |0             |
|2024-0052296|EB08     |Tanker Services Fuel      |KP69ZRGP  |2024-09-06 11:30:00.000|                       |93.86      |2024-09-06 08:10:00.000 +0200|               |0             |
|2024-0054547|EA33     |Unitrans Supply Chain Sols|CAA142820 |2024-09-16 16:34:00.000|                       |94.82      |2024-09-16 16:30:00.000 +0200|               |0             |
|2024-0057405|EA33     |Unitrans Supply Chain Sols|CAA130026 |2024-09-30 12:08:00.000|2024-09-30 19:07:00.000|80.46      |2024-09-30 11:57:00.000 +0200|25,140         |84            |
|2024-0058295|EB21     |Unitrans Supply Chain Sols|CAA142820 |2024-10-04 11:53:00.000|                       |84.74      |2024-10-04 11:52:00.000 +0200|               |0             |
|2024-0063767|EB05     |Tanker Services Fuel      |KP70DSGP  |2024-10-29 15:20:00.000|                       |94.31      |2024-10-29 15:12:00.000 +0200|               |0             |
|2024-0062928|EB05     |Tanker Services Fuel      |KP69WYGP  |2024-10-25 17:12:00.000|2024-10-26 07:10:00.000|91.87      |2024-10-25 17:07:00.000 +0200|50,280         |147           |
|2024-0063221|EB06     |Makwande                  |JR54VBGP  |2024-10-27 08:50:00.000|                       |76.82      |2024-10-27 08:46:00.000 +0200|               |0             |
|2024-0054185|EB21     |Makwande                  |KS49WFGP  |2024-09-14 14:52:00.000|2024-09-14 23:00:00.000|55.51      |2024-09-14 14:52:00.000 +0200|29,280         |150           |
|2024-0054650|EB06     |Tanker Services Fuel      |KP80NNGP  |2024-09-17 02:02:00.000|                       |93.7       |2024-09-17 01:51:00.000 +0200|               |0             |
|2024-0060960|EB21     |Makwande                  |KP57DGGP  |2024-10-16 16:38:00.000|                       |90.51      |2024-10-16 16:38:00.000 +0200|               |0             |
|2024-0047141|EA33     |Unitrans Supply Chain Sols|CAA130046 |2024-08-12 21:14:00.000|2024-08-13 02:53:00.000|92.24      |2024-08-12 19:56:00.000 +0200|20,340         |91            |
|2024-0049943|EA33     |Unitrans Supply Chain Sols|CAA198211 |2024-08-26 17:16:00.000|2024-08-26 22:59:00.000|94.26      |2024-08-26 16:47:00.000 +0200|20,580         |184           |
|2024-0057202|EB21     |Makwande                  |KS49XBGP  |2024-09-29 14:19:00.000|                       |86.54      |2024-09-29 14:18:00.000 +0200|               |0             |
|2024-0057202|EB21     |Makwande                  |KS49WFGP  |2024-09-29 14:19:00.000|                       |61.25      |2024-09-29 14:18:00.000 +0200|               |0             |
|2024-0060889|EB06     |Tanker Services Fuel      |KP69XNGP  |2024-10-16 10:59:00.000|2024-10-16 20:08:00.000|93.05      |2024-10-16 10:43:00.000 +0200|32,940         |126           |
|2024-0061072|EB21     |Makwande                  |KN23MGGP  |2024-10-17 02:59:00.000|                       |93.45      |2024-10-17 02:58:00.000 +0200|               |0             |
|2024-0047104|EB06     |Tanker Services Fuel      |KP69YDGP  |2024-08-12 16:43:00.000|2024-08-13 11:57:00.000|84.58      |2024-08-12 16:23:00.000 +0200|69,240         |405           |
|2024-0048629|EB06     |Tanker Services Fuel      |KP69XNGP  |2024-08-19 22:21:00.000|2024-08-20 09:35:00.000|93.97      |2024-08-19 22:15:00.000 +0200|40,440         |70            |
|2024-0051314|EB06     |Tanker Services Fuel      |KP80NNGP  |2024-09-02 09:53:00.000|                       |87.97      |2024-09-02 09:46:00.000 +0200|               |0             |
|2024-0051684|EB06     |Maphalakarabo             |FPC349L   |                       |                       |85.66      |                             |               |253           |
|2024-0062649|EB06     |Tanker Services Fuel      |KR15VMGP  |2024-10-24 11:46:00.000|                       |68.1       |2024-10-24 10:50:00.000 +0200|               |0             |
|2024-0062649|EB06     |Tanker Services Fuel      |KR44GGGP  |2024-10-24 11:46:00.000|                       |90.76      |2024-10-24 10:50:00.000 +0200|               |0             |
|2024-0060668|EB05     |Anax Logistics            |JDG977EC  |2024-10-15 11:55:00.000|                       |57.63      |2024-10-14 00:00:00.000 +0200|               |0             |
|2024-0049069|EB21     |Makwande                  |KS49WRGP  |2024-08-21 21:27:00.000|                       |94.91      |2024-08-21 21:24:00.000 +0200|               |0             |
|2024-0049069|EB21     |Makwande                  |KS49XLGP  |2024-08-21 21:27:00.000|                       |79.82      |2024-08-21 21:24:00.000 +0200|               |0             |
|2024-0052068|EB23     |Makwande                  |KNM197MP  |2024-09-05 08:21:00.000|2024-09-05 18:30:00.000|92.11      |2024-09-05 08:10:00.000 +0200|36,540         |379           |
|2024-0062986|EA33     |Unitrans Supply Chain Sols|CAA425438 |2024-10-25 23:24:00.000|2024-10-26 08:59:00.000|89.12      |2024-10-25 23:22:00.000 +0200|34,500         |112           |
|2024-0057943|EB23     |Makwande                  |KNM197MP  |2024-10-02 21:44:00.000|                       |79.2       |2024-10-02 21:44:00.000 +0200|               |0             |
|2024-0058765|EB21     |Makwande                  |KP57DGGP  |2024-10-06 21:03:00.000|                       |76.42      |2024-10-06 21:00:00.000 +0200|               |0             |
|2024-0048670|EA35     |Unitrans Supply Chain Sols|CAA419011 |2024-08-20 07:37:00.000|2024-08-20 17:38:00.000|92.24      |2024-08-20 07:37:00.000 +0200|36,060         |545           |
|2024-0048083|EB06     |Tanker Services Fuel      |KP70BFGP  |2024-08-17 00:59:00.000|2024-08-17 08:27:00.000|93.52      |2024-08-17 00:52:00.000 +0200|26,880         |23            |
|2024-0049018|EB23     |Makwande                  |KNM197MP  |2024-08-21 16:01:00.000|2024-08-21 21:30:00.000|47.83      |2024-08-21 15:47:00.000 +0200|19,740         |246           |
|2024-0055428|EB06     |Tanker Services Fuel      |KP80GGGP  |2024-09-20 15:06:00.000|2024-09-21 00:18:00.000|91.64      |2024-09-20 14:45:00.000 +0200|33,120         |108           |
|2024-0060315|EA33     |Unitrans Supply Chain Sols|CAA130046 |2024-10-14 01:32:00.000|2024-10-14 12:29:00.000|88.56      |2024-10-14 01:31:00.000 +0200|39,420         |84            |
|2024-0045587|EB21     |Unitrans Supply Chain Sols|CAA198211 |2024-08-05 09:41:00.000|                       |93.22      |2024-08-05 09:40:00.000 +0200|               |0             |
|2024-0045587|EB21     |Unitrans Supply Chain Sols|CAA198211 |2024-08-05 09:41:00.000|2024-08-05 18:21:00.000|93.22      |2024-08-05 09:40:00.000 +0200|31,200         |412           |
|2024-0045720|EA33     |Unitrans Supply Chain Sols|CAA130026 |2024-08-05 17:16:00.000|2024-08-06 00:39:00.000|93.83      |2024-08-05 16:53:00.000 +0200|26,580         |253           |
|2024-0048569|EA33     |Reef Tankers              |FN84RFGP  |2024-08-19 16:11:00.000|                       |86.82      |2024-08-19 16:08:00.000 +0200|               |0             |
|2024-0049985|EB06     |Tanker Services Fuel      |HG68LCGP  |2024-08-26 20:32:00.000|2024-08-27 14:00:00.000|76.49      |2024-08-26 20:13:00.000 +0200|62,880         |88            |
|2024-0062430|EB06     |Tanker Services Fuel      |KP74KMGP  |2024-10-23 11:49:00.000|2024-10-23 21:58:00.000|78.36      |2024-10-23 11:40:00.000 +0200|36,540         |156           |
|2024-0044954|EA33     |Unitrans Supply Chain Sols|CAA198211 |2024-08-01 16:02:00.000|                       |90.47      |2024-08-01 15:40:00.000 +0200|               |0             |
|2024-0044954|EA33     |Unitrans Supply Chain Sols|CAA198211 |2024-08-01 16:02:00.000|2024-08-01 23:30:00.000|90.47      |2024-08-01 15:40:00.000 +0200|26,880         |71            |
|2024-0046396|EA33     |Unitrans Supply Chain Sols|CAA192673 |2024-08-08 22:39:00.000|                       |76.39      |2024-08-08 22:18:00.000 +0200|               |0             |
|2024-0047350|EA33     |Unitrans Supply Chain Sols|CAA419040 |2024-08-13 16:47:00.000|2024-08-13 22:38:00.000|87.18      |2024-08-13 16:04:00.000 +0200|21,060         |40            |
|2024-0050376|EB21     |Unitrans Supply Chain Sols|CAA192673 |2024-08-28 13:14:00.000|2024-08-28 19:06:00.000|90.65      |2024-08-28 10:07:00.000 +0200|21,120         |412           |
|2024-0052021|EA33     |Unitrans Supply Chain Sols|CAA419006 |2024-09-04 23:01:00.000|2024-09-05 08:25:00.000|88.57      |2024-09-04 22:57:00.000 +0200|33,840         |106           |
|2024-0054724|EB21     |Makwande                  |KP75JPGP  |2024-09-17 10:41:00.000|                       |87.92      |2024-09-17 08:58:00.000 +0200|               |0             |
|2024-0057604|EB05     |Tanker Services Fuel      |KP80KNGP  |2024-10-01 11:07:00.000|                       |93.87      |2024-10-01 10:53:00.000 +0200|               |0             |
|2024-0051677|EB06     |Reef Tankers              |LV19NYGP  |2024-09-03 13:47:00.000|                       |92.34      |2024-09-03 13:39:00.000 +0200|               |0             |
|2024-0059198|EB23     |Makwande                  |KPR059MP  |2024-10-08 16:03:00.000|2024-10-08 22:30:00.000|45.52      |2024-10-08 15:55:00.000 +0200|23,220         |202           |
|2024-0045386|EB21     |Makwande                  |KN23LYGP  |2024-08-04 01:30:00.000|                       |74.18      |2024-08-04 01:30:00.000 +0200|               |0             |
|2024-0045386|EB21     |Makwande                  |KN23LYGP  |2024-08-04 01:30:00.000|2024-08-04 08:00:00.000|74.18      |2024-08-04 01:30:00.000 +0200|23,400         |10            |
|2024-0049783|EA33     |Unitrans Supply Chain Sols|CAA173582 |2024-08-25 19:33:00.000|                       |91.09      |2024-08-25 19:30:00.000 +0200|               |0             |
|2024-0051597|EA33     |Unitrans Supply Chain Sols|CAA548852 |                       |                       |90.79      |                             |               |222           |
|2024-0063186|EA33     |Unitrans Supply Chain Sols|CAA170724 |2024-10-26 23:50:00.000|2024-10-27 07:08:00.000|82.69      |2024-10-26 23:46:00.000 +0200|26,280         |108           |
|2024-0056065|EA33     |Unitrans Supply Chain Sols|CAA548852 |2024-09-23 19:46:00.000|2024-09-24 01:15:00.000|94.51      |2024-09-23 19:44:00.000 +0200|19,740         |215           |
