"tripnum","depotcode","transporter","vehiclereg","startdate","stopdate","avg_percent","loaddate","total_trip_time","total_distance"
"2024-0056869",EB06,Makwande,JW33MRGP,2024-09-27 15:52:00.000,2024-09-28 07:20:00.000,77.69,2024-09-27 15:38:00.000 +0200,55680.0,377
"2024-0048607",EB21,Makwande,KR18VMGP,2024-08-19 20:22:00.000,,93.56,2024-08-19 20:21:00.000 +0200,,0
"2024-0049484",EB21,Makwande,KP57DGGP,2024-08-23 14:11:00.000,2024-08-23 16:30:00.000,63.62,2024-08-23 10:55:00.000 +0200,8340.0,177
"2024-0054972",EA33,Unitrans Supply Chain Sols,CAA173582,2024-09-18 09:23:00.000,2024-09-18 19:35:00.000,93.82,2024-09-18 09:21:00.000 +0200,36720.0,131
"2024-0057742",EA33,Unitrans Supply Chain Sols,CAA419006,2024-10-02 03:07:00.000,2024-10-02 20:02:00.000,92.45,2024-10-02 03:02:00.000 +0200,60900.0,136
"2024-0058491",EB05,Anax Logistics,JDG640EC,2024-10-05 12:57:00.000,,93.51,2024-10-05 12:10:00.000 +0200,,0
"2024-0048350",EA33,Unitrans Supply Chain Sols,CAA170724,2024-08-18 22:30:00.000,,78.34,2024-08-18 22:27:00.000 +0200,,0
"2024-0060360",EB06,Tanker Services Fuel,KP74KMGP,2024-10-14 09:29:00.000,2024-10-15 08:35:00.000,93.07,2024-10-14 09:23:00.000 +0200,83160.0,94
"2024-0060360",EB06,Tanker Services Fuel,KP80ZYGP,2024-10-14 09:29:00.000,2024-10-15 08:35:00.000,50.88,2024-10-14 09:23:00.000 +0200,83160.0,94
"2024-0045182",EB21,Unitrans Supply Chain Sols,CAA425307,2024-08-02 21:08:00.000,,85.84,2024-08-02 21:08:00.000 +0200,,0
"2024-0045182",EB21,Unitrans Supply Chain Sols,CAA425307,2024-08-02 21:08:00.000,2024-08-03 10:00:00.000,85.84,2024-08-02 21:08:00.000 +0200,46320.0,279
"2024-0052116",EB21,Makwande,KN93YRGP,2024-09-05 10:47:00.000,,86.82,2024-09-05 10:41:00.000 +0200,,0
"2024-0062545",EB21,Makwande,KS49VWGP,2024-10-23 23:14:00.000,2024-10-24 11:30:00.000,81.39,2024-10-23 23:14:00.000 +0200,44160.0,202
"2024-0062545",EB21,Makwande,KS49WLGP,2024-10-23 23:14:00.000,2024-10-24 11:30:00.000,88.77,2024-10-23 23:14:00.000 +0200,44160.0,202
"2024-0063389",EB06,Tanker Services Fuel,KP69YDGP,2024-10-28 03:14:00.000,,84.37,2024-10-28 03:07:00.000 +0200,,0
"2024-0056333",EA35,Unitrans Supply Chain Sols,CAA419011,2024-09-25 08:31:00.000,2024-09-26 06:30:00.000,92.96,2024-09-25 08:31:00.000 +0200,79140.0,187
"2024-0063552",EB21,Makwande,KS49XLGP,2024-10-28 16:19:00.000,2024-10-28 23:04:00.000,71.76,2024-10-28 16:19:00.000 +0200,24300.0,146
"2024-0045888",EA33,Unitrans Supply Chain Sols,CAA425438,2024-08-06 11:51:00.000,,93.69,2024-08-06 10:47:00.000 +0200,,0
"2024-0047605",EB21,Makwande,KS49XLGP,2024-08-14 21:07:00.000,,87.54,2024-08-14 21:06:00.000 +0200,,0
"2024-0048492",EA33,Unitrans Supply Chain Sols,CAA130026,2024-08-19 12:22:00.000,2024-08-19 19:29:00.000,74.79,2024-08-19 12:19:00.000 +0200,25620.0,123
"2024-0050008",EB06,Tanker Services Fuel,KR44GGGP,2024-08-26 23:36:00.000,,0.0,2024-08-26 23:27:00.000 +0200,,0
"2024-0050008",EB06,Tanker Services Fuel,KR15VMGP,2024-08-26 23:36:00.000,,83.49,2024-08-26 23:27:00.000 +0200,,0
"2024-0062570",EB06,Tanker Services Fuel,KP70BFGP,2024-10-24 03:42:00.000,2024-10-24 19:50:00.000,91.37,2024-10-24 03:36:00.000 +0200,58080.0,388
"2024-0063833",EB21,Makwande,KS49VWGP,2024-10-29 09:03:00.000,2024-10-29 17:35:00.000,89.11,2024-10-29 09:02:00.000 +0200,30720.0,235
"2024-0063833",EB21,Makwande,KS49WLGP,2024-10-29 09:03:00.000,2024-10-29 17:35:00.000,91.83,2024-10-29 09:02:00.000 +0200,30720.0,235
"2024-0053061",EB23,Makwande,KNP803MP,2024-09-09 20:14:00.000,,85.87,2024-09-09 20:13:00.000 +0200,,0
"2024-0053061",EB23,Makwande,KNM191MP,2024-09-09 20:14:00.000,,54.23,2024-09-09 20:13:00.000 +0200,,0
"2024-0058914",EB23,Makwande,KNP802MP,2024-10-07 11:15:00.000,2024-10-07 18:00:00.000,79.47,2024-10-07 11:11:00.000 +0200,24300.0,226
"2024-0059295",EB21,Makwande,KS49VWGP,2024-10-09 02:17:00.000,,82.44,2024-10-09 02:17:00.000 +0200,,0
"2024-0060459",EB21,Makwande,KP57DGGP,2024-10-14 14:20:00.000,,94.52,2024-10-14 14:19:00.000 +0200,,0
"2024-0060801",EB21,Makwande,KS49WFGP,2024-10-16 00:59:00.000,2024-10-16 18:30:00.000,88.36,2024-10-16 00:59:00.000 +0200,63060.0,327
"2024-0045469",EB21,Makwande,KN23LXGP,2024-08-04 14:31:00.000,2024-08-04 21:46:00.000,81.09,2024-08-04 14:31:00.000 +0200,26100.0,93
"2024-0045663",EA33,Unitrans Supply Chain Sols,CAA425438,2024-08-05 13:35:00.000,2024-08-05 18:55:00.000,89.4,2024-08-05 13:12:00.000 +0200,19200.0,63
"2024-0051944",EA33,Unitrans Supply Chain Sols,CAA198199,,,89.0,,,47
"2024-0051944",EA33,Unitrans Supply Chain Sols,CAA198199,2024-09-04 16:50:00.000,2024-09-04 23:06:00.000,89.0,2024-09-04 16:45:00.000 +0200,22560.0,47
"2024-0061847",EA33,Unitrans Supply Chain Sols,CAA170724,2024-10-20 23:09:00.000,2024-10-21 19:02:00.000,91.63,2024-10-20 23:07:00.000 +0200,71580.0,56
"2024-0054623",EA33,Unitrans Supply Chain Sols,CAA548852,2024-09-16 22:36:00.000,2024-09-16 23:09:00.000,94.31,2024-09-16 22:26:00.000 +0200,1980.0,75
"2024-0048142",EB08,Tanker Services Fuel,KR64VWGP,2024-08-17 11:42:00.000,,92.58,2024-08-17 11:42:00.000 +0200,,0
"2024-0046715",EB23,Makwande,KNP800MP,2024-08-10 21:33:00.000,,87.16,2024-08-10 21:29:00.000 +0200,,0
"2024-0047600",EA33,Unitrans Supply Chain Sols,CAA425307,2024-08-14 20:46:00.000,2024-08-15 09:08:00.000,90.9,2024-08-14 20:42:00.000 +0200,44520.0,85
"2024-0049406",EB21,Makwande,KP41VSGP,2024-08-23 09:51:00.000,,87.98,2024-08-23 09:50:00.000 +0200,,0
"2024-0052425",EB05,Anax Logistics,JDG640EC,2024-09-06 18:29:00.000,,93.72,2024-09-06 18:26:00.000 +0200,,0
"2024-0054111",EB06,Tanker Services Fuel,KP69YSGP,2024-09-14 10:09:00.000,,93.26,2024-09-14 09:59:00.000 +0200,,0
"2024-0054128",EB06,Reef Tankers,LV20BGGP,2024-09-14 10:59:00.000,,93.37,2024-09-14 10:53:00.000 +0200,,0
"2024-0045802",EB23,Makwande,KNM193MP,2024-08-06 08:35:00.000,2024-08-06 18:15:00.000,83.98,2024-08-06 08:35:00.000 +0200,34800.0,325
"2024-0049005",EB06,Reef Tankers,LV19PXGP,2024-08-21 14:52:00.000,,93.17,2024-08-21 14:45:00.000 +0200,,0
"2024-0054044",EB06,Reef Tankers,HJ95ZZGP,2024-09-14 00:13:00.000,,94.63,2024-09-13 23:42:00.000 +0200,,0
"2024-0055843",EA33,Unitrans Supply Chain Sols,CAA198199,2024-09-22 23:44:00.000,,93.71,2024-09-22 22:44:00.000 +0200,,0
"2024-0057120",EA33,Unitrans Supply Chain Sols,CAA130026,2024-09-29 00:32:00.000,2024-09-29 16:01:00.000,90.42,2024-09-29 00:00:00.000 +0200,55740.0,567
"2024-0057500",EB06,Tanker Services Fuel,KP80ZYGP,2024-09-30 21:16:00.000,2024-10-01 11:22:00.000,81.85,2024-09-30 21:06:00.000 +0200,50760.0,181
"2024-0057500",EB06,Tanker Services Fuel,KP74KMGP,2024-09-30 21:16:00.000,2024-10-01 11:22:00.000,90.7,2024-09-30 21:06:00.000 +0200,50760.0,181
"2024-0059293",EB21,Makwande,KN23LYGP,2024-10-09 02:05:00.000,,89.66,2024-10-09 02:05:00.000 +0200,,0
"2024-0060312",EA33,Unitrans Supply Chain Sols,CAA192673,2024-10-14 00:43:00.000,,88.36,2024-10-14 00:42:00.000 +0200,,0
"2024-0052038",EA33,Unitrans Supply Chain Sols,CAA198211,2024-09-05 00:14:00.000,2024-09-05 11:32:00.000,93.72,2024-09-05 00:10:00.000 +0200,40680.0,87
"2024-0052423",EB23,Makwande,KPR059MP,2024-09-06 18:07:00.000,2024-09-06 20:30:00.000,59.98,2024-09-06 18:07:00.000 +0200,8580.0,65
"2024-0062542",EA33,Unitrans Supply Chain Sols,CAA419040,2024-10-23 22:35:00.000,2024-10-24 10:16:00.000,82.26,2024-10-23 22:28:00.000 +0200,42060.0,40
"2024-0047746",EB06,Tanker Services Fuel,KP80HXGP,2024-08-15 14:03:00.000,,90.45,2024-08-15 13:37:00.000 +0200,,0
"2024-0054583",EB06,Makwande,LB67VBGP,2024-09-16 19:04:00.000,,94.9,2024-09-16 18:38:00.000 +0200,,0
"2024-0058738",EB06,Tanker Services Fuel,HG68LCGP,2024-10-06 16:50:00.000,2024-10-07 00:20:00.000,94.48,2024-10-06 16:45:00.000 +0200,27000.0,76
"2024-0063587",EB05,Reef Tankers,JN19RLGP,2024-10-28 18:40:00.000,,93.14,2024-10-28 18:37:00.000 +0200,,0
"2024-0045325",EB23,Makwande,KNM197MP,2024-08-03 15:04:00.000,,71.66,2024-08-03 15:04:00.000 +0200,,0
"2024-0047761",EB06,Tanker Services Fuel,KP69YDGP,2024-08-15 16:02:00.000,2024-08-15 22:47:00.000,85.13,2024-08-15 15:54:00.000 +0200,24300.0,76
"2024-0052191",EA33,Unitrans Supply Chain Sols,CAA192673,2024-09-05 17:11:00.000,2024-09-05 18:45:00.000,91.54,2024-09-05 17:04:00.000 +0200,5640.0,47
"2024-0055401",EB06,Tanker Services Fuel,KP80NNGP,2024-09-20 12:43:00.000,,64.78,2024-09-20 12:11:00.000 +0200,,0
"2024-0056973",EA33,Unitrans Supply Chain Sols,CAA142820,2024-09-28 08:40:00.000,2024-09-28 14:05:00.000,77.4,2024-09-28 08:35:00.000 +0200,19500.0,83
"2024-0059236",EB21,Makwande,KP57DGGP,2024-10-08 20:34:00.000,,92.1,2024-10-08 19:05:00.000 +0200,,0
"2024-0059620",EA33,Unitrans Supply Chain Sols,CAA329952,2024-10-10 13:07:00.000,2024-10-10 19:19:00.000,76.05,2024-10-10 10:22:00.000 +0200,22320.0,65
"2024-0046469",EA33,Unitrans Supply Chain Sols,CAA425312,2024-08-09 10:34:00.000,2024-08-09 15:30:00.000,81.56,2024-08-09 10:31:00.000 +0200,17760.0,77
"2024-0047518",EA33,Unitrans Supply Chain Sols,CAA329932,2024-08-14 12:46:00.000,2024-08-14 19:16:00.000,70.85,2024-08-14 12:30:00.000 +0200,23400.0,98
"2024-0062345",EB06,Tanker Services Fuel,KP70BFGP,2024-10-23 02:41:00.000,2024-10-23 20:39:00.000,67.87,2024-10-23 02:41:00.000 +0200,64680.0,220
"2024-0053346",EA33,Unitrans Supply Chain Sols,CAA419040,2024-09-11 01:35:00.000,2024-09-11 10:56:00.000,85.29,2024-09-11 01:03:00.000 +0200,33660.0,106
"2024-0046439",EB21,Makwande,KR18VMGP,2024-08-09 08:16:00.000,2024-08-09 11:32:00.000,93.2,2024-08-09 08:15:00.000 +0200,11760.0,31
"2024-0063195",EA33,Unitrans Supply Chain Sols,CAA198211,2024-10-27 01:08:00.000,2024-10-27 16:07:00.000,82.73,2024-10-27 01:06:00.000 +0200,53940.0,36
"2024-0059932",EB23,Makwande,KNP802MP,2024-10-11 20:15:00.000,,84.01,2024-10-11 20:11:00.000 +0200,,0
"2024-0059932",EB23,Makwande,KNP800MP,2024-10-11 20:15:00.000,,54.76,2024-10-11 20:11:00.000 +0200,,0
"2024-0045763",EB06,Tanker Services Fuel,HG68LCGP,2024-08-05 22:39:00.000,2024-08-06 10:05:00.000,30.16,2024-08-05 22:32:00.000 +0200,41160.0,44
"2024-0046902",EA33,Unitrans Supply Chain Sols,CAA130026,2024-08-11 22:51:00.000,2024-08-12 16:46:00.000,79.99,2024-08-11 22:43:00.000 +0200,64500.0,318
"2024-0062898",EB06,Tanker Services Fuel,KP74KMGP,2024-10-25 14:25:00.000,2024-10-26 10:44:00.000,63.88,2024-10-25 14:22:00.000 +0200,73140.0,30
"2024-0060992",EB05,Anax Logistics,JDG640EC,2024-10-16 19:07:00.000,,62.04,2024-10-16 17:37:00.000 +0200,,0
"2024-0047578",EB06,Reef Tankers,HJ95ZZGP,2024-08-14 18:23:00.000,,94.9,2024-08-14 18:03:00.000 +0200,,0
"2024-0046425",EA33,Unitrans Supply Chain Sols,CAA130019,2024-08-09 02:48:00.000,2024-08-09 09:09:00.000,88.13,2024-08-09 02:39:00.000 +0200,22860.0,134
"2024-0049463",EB21,Makwande,KP57DGGP,2024-08-23 13:04:00.000,2024-08-23 13:10:00.000,94.01,2024-08-23 12:27:00.000 +0200,360.0,15
"2024-0051246",EB06,Tanker Services Fuel,KP55MSGP,,,30.88,,,36
"2024-0062998",EA33,Unitrans Supply Chain Sols,CAA198211,2024-10-26 02:22:00.000,2024-10-26 09:50:00.000,82.41,2024-10-26 02:17:00.000 +0200,26880.0,23
"2024-0063431",EB21,Makwande,KN52WDGP,2024-10-28 09:29:00.000,2024-10-28 14:48:00.000,82.47,2024-10-28 09:29:00.000 +0200,19140.0,37
"2024-0056045",EB06,ManLine Energy,KPV575MP,2024-09-23 18:06:00.000,,93.55,2024-09-23 17:43:00.000 +0200,,0
"2024-0056747",EA33,Unitrans Supply Chain Sols,CAA418992,2024-09-27 03:07:00.000,,92.03,2024-09-27 01:09:00.000 +0200,,0
"2024-0063633",EB21,Makwande,KP41VSGP,2024-10-29 00:00:00.000,2024-10-29 07:47:00.000,88.54,2024-10-29 00:00:00.000 +0200,28020.0,40
"2024-0048134",EB06,Tanker Services Fuel,KP80NNGP,2024-08-17 10:38:00.000,2024-08-18 07:47:00.000,90.9,2024-08-17 10:27:00.000 +0200,76140.0,299
"2024-0048767",EB23,Makwande,KNM197MP,2024-08-20 13:21:00.000,2024-08-20 18:30:00.000,35.78,2024-08-20 13:21:00.000 +0200,18540.0,208
"2024-0049760",EB06,Tanker Services Fuel,KP69YDGP,2024-08-25 17:12:00.000,2024-08-25 22:41:00.000,46.86,2024-08-25 17:06:00.000 +0200,19740.0,94
"2024-0055726",EB06,Tanker Services Fuel,HG68LCGP,2024-09-22 10:46:00.000,,40.39,2024-09-22 10:36:00.000 +0200,,0
"2024-0057057",EA33,Unitrans Supply Chain Sols,CAA329932,2024-09-28 14:54:00.000,,87.07,2024-09-28 14:53:00.000 +0200,,0
"2024-0045905",EB21,Makwande,KS49XLGP,2024-08-06 14:33:00.000,2024-08-06 19:00:00.000,93.29,2024-08-06 14:32:00.000 +0200,16020.0,55
"2024-0045905",EB21,Makwande,KS49WRGP,2024-08-06 14:33:00.000,2024-08-06 19:00:00.000,85.97,2024-08-06 14:32:00.000 +0200,16020.0,55
"2024-0047160",EB23,Makwande,KNM209MP,2024-08-12 22:52:00.000,,69.89,2024-08-12 22:50:00.000 +0200,,0
"2024-0048645",EB06,Reef Tankers,LC21FHGP,2024-08-20 00:22:00.000,,92.47,2024-08-20 00:17:00.000 +0200,,0
"2024-0056660",EA33,Unitrans Supply Chain Sols,CAA330049,2024-09-26 16:27:00.000,,92.37,2024-09-26 16:24:00.000 +0200,,0
"2024-0046539",EB23,Makwande,KNM191MP,2024-08-09 17:08:00.000,,87.08,2024-08-09 17:07:00.000 +0200,,0
"2024-0046539",EB23,Makwande,KNP803MP,2024-08-09 17:08:00.000,,78.85,2024-08-09 17:07:00.000 +0200,,0
"2024-0053512",EB06,Makwande,JR54VBGP,2024-09-11 16:41:00.000,2024-09-12 04:18:00.000,85.91,2024-09-11 16:13:00.000 +0200,41820.0,54
"2024-0055892",EB06,Tanker Services Fuel,KP69YDGP,2024-09-23 08:58:00.000,,94.7,2024-09-23 08:47:00.000 +0200,,0
"2024-0047784",EB23,Makwande,KPR059MP,2024-08-15 19:19:00.000,2024-08-15 23:15:00.000,51.71,2024-08-15 19:19:00.000 +0200,14160.0,41
"2024-0051705",EB06,Tanker Services Fuel,KP80MRGP,,,94.12,,,85
"2024-0054234",EB21,Makwande,KP09PHGP,2024-09-14 22:18:00.000,2024-09-15 19:05:00.000,82.56,2024-09-14 22:17:00.000 +0200,74820.0,260
"2024-0053666",EB06,Tanker Services Fuel,KP69YDGP,2024-09-12 10:37:00.000,,86.37,2024-09-12 10:15:00.000 +0200,,0
"2024-0052267",EA33,Unitrans Supply Chain Sols,CAA192673,2024-09-06 00:59:00.000,2024-09-06 16:14:00.000,93.87,2024-09-06 00:53:00.000 +0200,54900.0,161
"2024-0057274",EA33,Unitrans Supply Chain Sols,CAA170724,2024-09-29 23:12:00.000,2024-09-30 03:09:00.000,86.53,2024-09-29 23:10:00.000 +0200,14220.0,50
"2024-0063641",EA33,Unitrans Supply Chain Sols,CAA457059,2024-10-29 01:04:00.000,2024-10-29 09:59:00.000,80.58,2024-10-29 01:01:00.000 +0200,32100.0,67
"2024-0049337",EB06,Tanker Services Fuel,KP69YDGP,2024-08-22 23:58:00.000,,93.74,2024-08-22 23:51:00.000 +0200,,0
"2024-0050379",EA33,Unitrans Supply Chain Sols,CAA130026,2024-08-28 13:31:00.000,2024-08-28 21:23:00.000,92.15,2024-08-28 13:27:00.000 +0200,28320.0,110
"2024-0055259",EA33,Makwande,KNM197MP,2024-09-19 19:15:00.000,,58.01,2024-09-19 19:06:00.000 +0200,,0
"2024-0057137",EB06,Tanker Services Fuel,KP80NNGP,2024-09-29 03:11:00.000,2024-09-29 22:47:00.000,82.83,2024-09-29 03:07:00.000 +0200,70560.0,241
"2024-0045097",EB23,Makwande,KNM193MP,2024-08-02 11:24:00.000,,75.07,2024-08-02 11:24:00.000 +0200,,0
"2024-0045097",EB23,Makwande,KNM193MP,2024-08-02 11:24:00.000,2024-08-02 20:00:00.000,75.07,2024-08-02 11:24:00.000 +0200,30960.0,326
"2024-0045903",EB21,Makwande,KR18VMGP,2024-08-06 14:20:00.000,2024-08-06 18:45:00.000,93.31,2024-08-06 14:18:00.000 +0200,15900.0,60
"2024-0046139",EB21,Makwande,KP57DGGP,2024-08-07 16:24:00.000,,87.76,2024-08-07 16:24:00.000 +0200,,0
"2024-0046235",EB08,Tanker Services Fuel,KP80LYGP,2024-08-08 08:15:00.000,2024-08-08 17:25:00.000,83.75,2024-08-08 08:15:00.000 +0200,33000.0,225
"2024-0048880",EB21,Makwande,KN93YRGP,2024-08-21 01:24:00.000,,90.06,2024-08-21 01:24:00.000 +0200,,0
"2024-0055487",EB23,Makwande,KNM191MP,2024-09-20 20:39:00.000,,62.42,2024-09-20 20:39:00.000 +0200,,0
"2024-0055817",EB21,Makwande,KN23MGGP,2024-09-22 21:05:00.000,,81.0,2024-09-22 21:04:00.000 +0200,,0
"2024-0046656",EA33,Reef Tankers,LC21DXGP,2024-08-10 11:20:00.000,,93.19,2024-08-10 11:16:00.000 +0200,,0
"2024-0062346",EB06,Tanker Services Fuel,KP80NNGP,2024-10-23 03:12:00.000,2024-10-23 12:23:00.000,82.2,2024-10-23 03:03:00.000 +0200,33060.0,57
"2024-0056825",EB23,Makwande,JMJ742MP,2024-09-27 09:09:00.000,2024-09-27 16:30:00.000,62.64,2024-09-27 09:09:00.000 +0200,26460.0,207
"2024-0047712",EA33,Unitrans Supply Chain Sols,CAA329932,2024-08-15 11:31:00.000,2024-08-15 17:17:00.000,73.34,2024-08-15 10:59:00.000 +0200,20760.0,66
"2024-0047828",EB06,Tanker Services Fuel,KP69YDGP,2024-08-16 00:34:00.000,2024-08-16 20:24:00.000,94.71,2024-08-16 00:21:00.000 +0200,71400.0,419
"2024-0049239",EB06,Tanker Services Fuel,KP69WCGP,2024-08-22 13:05:00.000,,78.53,2024-08-22 12:42:00.000 +0200,,0
"2024-0062699",EB21,Makwande,JNG703MP,2024-10-24 16:39:00.000,2024-10-25 09:05:00.000,85.11,2024-10-24 16:39:00.000 +0200,59160.0,115
"2024-0062699",EB21,Makwande,JNG701MP,2024-10-24 16:39:00.000,2024-10-25 09:05:00.000,93.94,2024-10-24 16:39:00.000 +0200,59160.0,115
"2024-0054607",EB21,Makwande,KS49VWGP,2024-09-16 21:16:00.000,2024-09-17 01:10:00.000,83.03,2024-09-16 21:16:00.000 +0200,14040.0,126
"2024-0054607",EB21,Makwande,KS49WLGP,2024-09-16 21:16:00.000,2024-09-17 01:10:00.000,94.87,2024-09-16 21:16:00.000 +0200,14040.0,126
"2024-0057705",EB06,Tanker Services Fuel,KP69YDGP,2024-10-01 21:00:00.000,2024-10-02 01:34:00.000,92.38,2024-10-01 20:28:00.000 +0200,16440.0,97
"2024-0060579",EA33,Unitrans Supply Chain Sols,CAA170724,2024-10-15 01:25:00.000,2024-10-15 12:25:00.000,93.52,2024-10-15 01:21:00.000 +0200,39600.0,37
"2024-0046727",EA33,Unitrans Supply Chain Sols,CAA198211,2024-08-10 23:49:00.000,2024-08-11 22:26:00.000,89.32,2024-08-10 23:26:00.000 +0200,81420.0,79
"2024-0045235",EA35,Unitrans Supply Chain Sols,CAA419011,2024-08-03 08:09:00.000,,88.47,2024-08-03 08:09:00.000 +0200,,0
"2024-0046207",EB06,Tanker Services Fuel,KP80MRGP,2024-08-08 01:39:00.000,2024-08-08 10:02:00.000,77.09,2024-08-08 01:28:00.000 +0200,30180.0,292
"2024-0062440",EB06,Tanker Services Fuel,KP69YDGP,2024-10-23 12:43:00.000,2024-10-23 21:17:00.000,89.27,2024-10-23 11:59:00.000 +0200,30840.0,166
"2024-0052687",EA33,Unitrans Supply Chain Sols,CAA425430,2024-09-08 01:28:00.000,2024-09-08 19:42:00.000,87.25,2024-09-08 01:08:00.000 +0200,65640.0,438
"2024-0055548",EB21,Makwande,KNF950MP,2024-09-21 09:20:00.000,,82.3,2024-09-21 09:20:00.000 +0200,,0
"2024-0058097",EB06,ManLine Energy,KBL322MP,2024-10-03 15:44:00.000,,92.85,2024-10-03 15:31:00.000 +0200,,0
"2024-0059120",EA33,Unitrans Supply Chain Sols,CAA329932,2024-10-08 09:16:00.000,2024-10-08 20:42:00.000,80.25,2024-10-08 09:14:00.000 +0200,41160.0,159
"2024-0045485",EB21,Makwande,KS49WRGP,2024-08-04 19:31:00.000,,94.26,2024-08-04 19:31:00.000 +0200,,0
"2024-0045485",EB21,Makwande,KS49XLGP,2024-08-04 19:31:00.000,,0.0,2024-08-04 19:31:00.000 +0200,,0
"2024-0045485",EB21,Makwande,KS49WRGP,2024-08-04 19:31:00.000,2024-08-05 12:50:00.000,94.26,2024-08-04 19:31:00.000 +0200,62340.0,115
"2024-0045485",EB21,Makwande,KS49XLGP,2024-08-04 19:31:00.000,2024-08-05 12:50:00.000,0.0,2024-08-04 19:31:00.000 +0200,62340.0,115
"2024-0048936",EB06,Tanker Services Fuel,HG68LCGP,2024-08-21 10:06:00.000,,42.03,2024-08-21 10:00:00.000 +0200,,0
"2024-0063304",EA33,Unitrans Supply Chain Sols,CAA130026,2024-10-27 16:35:00.000,2024-10-28 00:01:00.000,93.57,2024-10-27 16:34:00.000 +0200,26760.0,98
"2024-0054573",EB23,Makwande,KR60ZBGP,2024-09-16 17:50:00.000,,82.29,2024-09-16 17:50:00.000 +0200,,0
"2024-0055804",EB21,Makwande,KS49WFGP,2024-09-22 19:13:00.000,2024-09-23 07:40:00.000,78.31,2024-09-22 19:13:00.000 +0200,44820.0,66
"2024-0048060",EB23,Makwande,KPR059MP,2024-08-16 21:58:00.000,,44.98,2024-08-16 21:55:00.000 +0200,,0
"2024-0045759",EB21,Unitrans Supply Chain Sols,CAA306835,2024-08-05 21:56:00.000,,65.92,2024-08-05 21:56:00.000 +0200,,0
"2024-0050484",EB23,Makwande,KNM193MP,2024-08-28 17:32:00.000,2024-08-28 20:49:00.000,67.23,2024-08-28 17:32:00.000 +0200,11820.0,55
"2024-0051742",EB23,Makwande,KR60ZBGP,,,89.1,,,12
"2024-0062979",EB06,Makwande,KB53VBGP,2024-10-25 22:43:00.000,2024-10-26 19:12:00.000,91.73,2024-10-25 22:39:00.000 +0200,73740.0,194
"2024-0054034",EB06,Tanker Services Fuel,KP69YDGP,2024-09-13 23:29:00.000,,87.08,2024-09-13 23:01:00.000 +0200,,0
"2024-0055052",EB21,Makwande,KP09PHGP,2024-09-18 21:02:00.000,,86.36,2024-09-18 20:33:00.000 +0200,,0
"2024-0047993",EB06,Tanker Services Fuel,KP80HXGP,2024-08-16 16:33:00.000,2024-08-16 23:34:00.000,93.19,2024-08-16 16:28:00.000 +0200,25260.0,77
"2024-0050404",EA33,Unitrans Supply Chain Sols,CAA419006,2024-08-28 14:30:00.000,2024-08-28 19:38:00.000,89.53,2024-08-28 14:09:00.000 +0200,18480.0,36
"2024-0051962",EA33,Unitrans Supply Chain Sols,CAA130026,2024-09-04 17:46:00.000,2024-09-04 21:34:00.000,94.43,2024-09-04 17:45:00.000 +0200,13680.0,79
"2024-0062767",EA33,Unitrans Supply Chain Sols,CAA192673,2024-10-25 00:46:00.000,2024-10-25 13:06:00.000,88.42,2024-10-25 00:41:00.000 +0200,44400.0,280
"2024-0058371",EB23,Makwande,KPR059MP,2024-10-04 21:27:00.000,,87.34,2024-10-04 21:26:00.000 +0200,,0
"2024-0059323",EB08,Tanker Services Fuel,KP80LYGP,2024-10-09 08:23:00.000,2024-10-09 17:15:00.000,90.98,2024-10-09 08:11:00.000 +0200,31920.0,206
"2024-0059702",EA33,Unitrans Supply Chain Sols,CAA425438,2024-10-10 19:37:00.000,2024-10-10 23:31:00.000,93.2,2024-10-10 19:32:00.000 +0200,14040.0,99
"2024-0059815",EB06,Tanker Services Fuel,KR44GGGP,2024-10-11 09:53:00.000,,83.87,2024-10-11 09:48:00.000 +0200,,0
"2024-0059815",EB06,Tanker Services Fuel,KR15VMGP,2024-10-11 09:53:00.000,,93.67,2024-10-11 09:48:00.000 +0200,,0
"2024-0050867",EB05,Tanker Services Fuel,KP57KCGP,2024-08-30 13:36:00.000,,90.59,2024-08-30 13:29:00.000 +0200,,0
"2024-0062814",EB21,Makwande,KP75JPGP,2024-10-25 09:13:00.000,,94.13,2024-10-25 09:10:00.000 +0200,,0
"2024-0052442",EA33,Unitrans Supply Chain Sols,CAA548852,2024-09-06 20:00:00.000,2024-09-07 00:52:00.000,80.93,2024-09-06 19:57:00.000 +0200,17520.0,53
"2024-0053529",EB23,Makwande,KNP800MP,2024-09-11 19:01:00.000,,42.46,2024-09-11 19:01:00.000 +0200,,0
"2024-0053529",EB23,Makwande,KNP802MP,2024-09-11 19:01:00.000,,73.51,2024-09-11 19:01:00.000 +0200,,0
"2024-0055086",EA33,Unitrans Supply Chain Sols,CAA329932,2024-09-18 23:26:00.000,,89.55,2024-09-18 23:22:00.000 +0200,,0
"2024-0055084",EB06,Tanker Services Fuel,KP69XNGP,2024-09-18 23:15:00.000,,90.89,2024-09-18 22:07:00.000 +0200,,0
"2024-0058005",EA33,Unitrans Supply Chain Sols,CAA548852,2024-10-03 09:00:00.000,2024-10-03 19:04:00.000,88.93,2024-10-03 08:56:00.000 +0200,36240.0,315
"2024-0059055",EA33,Unitrans Supply Chain Sols,CAA173582,2024-10-08 00:26:00.000,2024-10-08 19:35:00.000,93.74,2024-10-08 00:15:00.000 +0200,68940.0,177
